"OSPF
Area-ID",排序用,區別,學校類型,單位別,單位名稱,"連線
方式",群別,"中華介接
VLAN-ID","電路附
掛編號",Caps_Auto,"英文
簡稱",TYC-VPN,,,,,,,,"4G WAN-IP
Cisco 899G 4G LTE",,,"實體IP段
DNS-1、NTP-1
IPV4(預設)","實體IP段
DNS-2、NTP-2
IPV4(預設)","新核發IPv4網段
vlan 101",,,,"虛擬IP段
DNS-1、NTP-1
IPV4(預設)","虛擬IP段
DNS-2、NTP-2
IPV4(預設)","教師行政段（行政辦公室、一般教室、印表機）
vlan 200 (202、204、206) (DHCP)",,,,,,"學生教學段（電腦教室、專科教室、印表機）
vlan 300 (DHCP)",,,,,,"Thin Client
vlan 400",,,,,,openstack VM,,,,,,MGMT for openstack VM,,,,,vCloud VM,,,,,,,MGMT for vCloud VM,,,,,"校園IP Phone (瑪凱電信)
vlan 240 (DHCP)",,,,"WIFI-AP (old Ruckus)
vlan 208 (DHCP)",,,,"WIFI-AP (new Ruckus)
vlan 210 (DHCP)",,,,"WIFI TYC_iTaiwan
vlan 212 (DHCP)",,,,,"WIFI TANetRoaming
vlan 214 (DHCP)",,,,,"WIFI TYC_STAFF
vlan 216 (DHCP)",,,,,"WIFI TYC_OpenID
vlan 218 (DHCP)",,,,,"WIFI eduroam
vlan 220 (DHCP)",,,,,"有線認證、TYC_FatAP
vlan 222 (DHCP)",,,,,"TYC_Learning (MAC Address認證)
vlan 224 (DHCP)",,,,,"校園核心路由交換器 Device MGT
vlan 900 (ospf)",,,,,"校園網路設備管理網段
vlan 910",,,
398,41,大園區,,,(預先保留),,,398,,,,10.12.20.249,10.12.20.250,10.12.20.251,10.12.20.253,10.12.20.254,29,,,120.125.222.41,10.13.1.22,23,163.30.0.1,163.30.0.2,163.30.51.0,25,163.30.51.126,163.30.51.1 ~ 31,10.255.4.1,10.255.4.2,"10.32.160.0 
10.32.161.0 
10.32.162.0 
10.32.163.0",22,10.32.163.254,1008/1024,163.30.51.64 ~ 79,"固定IP區段 
10.32.160.1 ~ 50","10.40.160.0 
10.40.161.0 
10.40.162.0 
10.40.163.0",22,10.40.163.254,1008/1024,163.30.51.80 ~ 95,"固定IP區段 
10.40.160.1 ~ 50",10.72.160.0,22,10.72.163.254,1019/1024,,,10.240.40.0,24,10.240.40.254,250/256,163.30.51.96 ~ 107,163.30.51.120                          ,2398,10.250.40.0,24,10.250.40.254,250256,1398,10.244.40.0,24,10.244.40.254,250/256,163.30.51.108 ~ 119,163.30.51.121,3398,10.252.40.0,24,10.252.40.254,250256,"10.16.80.0 
10.16.81.0",23,10.16.81.254,500/512,10.62.41.0,24,10.62.41.254,249/256,10.48.41.0,24,10.48.41.254,249/256,10.82.160.0,22,10.82.163.254,1020/1024,120.125.192.164 ~ 167,10.52.41.0,24,10.52.41.254,249/256,,10.54.172.0,24,10.54.172.254,249/256,,10.56.172.0,24,10.56.172.254,249/256,,10.92.172.0,22,10.92.175.254,1020/1024,120.125.201.172 ~ 175,10.60.172.0,24,10.60.172.254,249/256,120.125.208.180 ~ 183,10.64.172.0,22,10.64.175.254,1020/1024,120.125.215.172 ~ 175,10.0.145.192,26,10.0.145.254,10.0.145.193,10.0.145.194,10.1.71.0,24,10.1.71.254,249/256
399,42,大園區,,,(預先保留),,,399,,,,10.12.21.137,10.12.21.138,10.12.21.139,10.12.21.141,10.12.21.142,29,,,120.125.222.42,10.13.1.23,23,163.30.0.1,163.30.0.2,163.30.51.128,25,163.30.51.254,163.30.51.129 ~ 159,10.255.4.1,10.255.4.2,"10.32.164.0 
10.32.165.0 
10.32.166.0 
10.32.167.0",22,10.32.167.254,1008/1024,163.30.51.192 ~ 207,"固定IP區段 
10.32.164.1 ~ 50","10.40.164.0 
10.40.165.0 
10.40.166.0 
10.40.167.0",22,10.40.167.254,1008/1024,163.30.51.208 ~ 223,"固定IP區段 
10.40.164.1 ~ 50",10.72.164.0,22,10.72.167.254,1019/1024,,,10.240.41.0,24,10.240.41.254,250/256,163.30.51.224 ~ 235,163.30.51.248                          ,2399,10.250.41.0,24,10.250.41.254,250256,1399,10.244.41.0,24,10.244.41.254,250/256,163.30.51.236 ~ 247,163.30.51.249,3399,10.252.41.0,24,10.252.41.254,250256,"10.16.82.0 
10.16.83.0",23,10.16.83.254,500/512,10.62.42.0,24,10.62.42.254,249/256,10.48.42.0,24,10.48.42.254,249/256,10.82.164.0,22,10.82.167.254,1020/1024,120.125.192.168 ~ 171,10.52.42.0,24,10.52.42.254,249/256,,10.54.163.0,24,10.54.163.254,249/256,,10.56.163.0,24,10.56.163.254,249/256,,10.92.136.0,22,10.92.139.254,1020/1024,120.125.201.136 ~ 139,10.60.163.0,24,10.60.163.254,249/256,120.125.208.144 ~ 147,10.64.136.0,22,10.64.139.254,1020/1024,120.125.215.136 ~ 139,10.0.146.0,26,10.0.146.62,10.0.146.1,10.0.146.2,10.1.72.0,24,10.1.72.254,249/256
401,43,大園區,,,(預先保留),,,401,,,,10.12.21.145,10.12.21.146,10.12.21.147,10.12.21.149,10.12.21.150,29,,,120.125.222.43,10.13.1.24,23,163.30.0.1,163.30.0.2,163.30.52.0,25,163.30.52.126,163.30.52.1 ~ 31,10.255.4.1,10.255.4.2,"10.32.168.0 
10.32.169.0 
10.32.170.0 
10.32.171.0",22,10.32.171.254,1008/1024,163.30.52.64 ~ 79,"固定IP區段 
10.32.168.1 ~ 50","10.40.168.0 
10.40.169.0 
10.40.170.0 
10.40.171.0",22,10.40.171.254,1008/1024,163.30.52.80 ~ 95,"固定IP區段 
10.40.168.1 ~ 50",10.72.168.0,22,10.72.171.254,1019/1024,,,10.240.42.0,24,10.240.42.254,250/256,163.30.52.96 ~ 107,163.30.52.120                          ,2401,10.250.42.0,24,10.250.42.254,250256,1401,10.244.42.0,24,10.244.42.254,250/256,163.30.52.108 ~ 119,163.30.52.121,3401,10.252.42.0,24,10.252.42.254,250256,"10.16.84.0 
10.16.85.0",23,10.16.85.254,500/512,10.62.43.0,24,10.62.43.254,249/256,10.48.43.0,24,10.48.43.254,249/256,10.82.168.0,22,10.82.171.254,1020/1024,120.125.192.172 ~ 175,10.52.43.0,24,10.52.43.254,249/256,,10.55.97.0,24,10.55.97.254,249/256,,10.57.97.0,24,10.57.97.254,249/256,,10.95.128.0,22,10.95.131.254,1020/1024,120.125.204.128 ~ 131,10.61.97.0,24,10.61.97.254,249/256,120.125.211.136 ~ 139,10.67.128.0,22,10.67.131.254,1020/1024,120.125.218.136 ~ 139,10.0.146.64,26,10.0.146.126,10.0.146.65,10.0.146.66,10.1.73.0,24,10.1.73.254,249/256
402,44,大園區,,,(預先保留),,,402,,,,10.12.21.153,10.12.21.154,10.12.21.155,10.12.21.157,10.12.21.158,29,,,120.125.222.44,10.13.1.25,23,163.30.0.1,163.30.0.2,163.30.52.128,25,163.30.52.254,163.30.52.129 ~ 159,10.255.4.1,10.255.4.2,"10.32.172.0 
10.32.173.0 
10.32.174.0 
10.32.175.0",22,10.32.175.254,1008/1024,163.30.52.192 ~ 207,"固定IP區段 
10.32.172.1 ~ 50","10.40.172.0 
10.40.173.0 
10.40.174.0 
10.40.175.0",22,10.40.175.254,1008/1024,163.30.52.208 ~ 223,"固定IP區段 
10.40.172.1 ~ 50",10.72.172.0,22,10.72.175.254,1019/1024,,,10.240.43.0,24,10.240.43.254,250/256,163.30.52.224 ~ 235,163.30.52.248                          ,2402,10.250.43.0,24,10.250.43.254,250256,1402,10.244.43.0,24,10.244.43.254,250/256,163.30.52.236 ~ 247,163.30.52.249,3402,10.252.43.0,24,10.252.43.254,250256,"10.16.86.0 
10.16.87.0",23,10.16.87.254,500/512,10.62.44.0,24,10.62.44.254,249/256,10.48.44.0,24,10.48.44.254,249/256,10.82.172.0,22,10.82.175.254,1020/1024,120.125.192.176 ~ 179,10.52.44.0,24,10.52.44.254,249/256,,10.55.98.0,24,10.55.98.254,249/256,,10.57.98.0,24,10.57.98.254,249/256,,10.95.132.0,22,10.95.135.254,1020/1024,120.125.204.132 ~ 135,10.61.98.0,24,10.61.98.254,249/256,120.125.211.140 ~ 143,10.67.132.0,22,10.67.135.254,1020/1024,120.125.218.140 ~ 143,10.0.146.128,26,10.0.146.190,10.0.146.129,10.0.146.130,10.1.74.0,24,10.1.74.254,249/256
403,45,大園區,,,(預先保留),,,403,,,,10.12.21.161,10.12.21.162,10.12.21.163,10.12.21.165,10.12.21.166,29,,,120.125.222.45,10.13.1.26,23,163.30.0.1,163.30.0.2,163.30.53.0,25,163.30.53.126,163.30.53.1 ~ 31,10.255.4.1,10.255.4.2,"10.32.176.0 
10.32.177.0 
10.32.178.0 
10.32.179.0",22,10.32.179.254,1008/1024,163.30.53.64 ~ 79,"固定IP區段 
10.32.176.1 ~ 50","10.40.176.0 
10.40.177.0 
10.40.178.0 
10.40.179.0",22,10.40.179.254,1008/1024,163.30.53.80 ~ 95,"固定IP區段 
10.40.176.1 ~ 50",10.72.176.0,22,10.72.179.254,1019/1024,,,10.240.44.0,24,10.240.44.254,250/256,163.30.53.96 ~ 107,163.30.53.120                          ,2403,10.250.44.0,24,10.250.44.254,250256,1403,10.244.44.0,24,10.244.44.254,250/256,163.30.53.108 ~ 119,163.30.53.121,3403,10.252.44.0,24,10.252.44.254,250256,"10.16.88.0 
10.16.89.0",23,10.16.89.254,500/512,10.62.45.0,24,10.62.45.254,249/256,10.48.45.0,24,10.48.45.254,249/256,10.82.176.0,22,10.82.179.254,1020/1024,120.125.192.180 ~ 183,10.52.45.0,24,10.52.45.254,249/256,,10.55.99.0,24,10.55.99.254,249/256,,10.57.99.0,24,10.57.99.254,249/256,,10.95.136.0,22,10.95.139.254,1020/1024,120.125.204.136 ~ 139,10.61.99.0,24,10.61.99.254,249/256,120.125.211.144 ~ 147,10.67.136.0,22,10.67.139.254,1020/1024,120.125.218.144 ~ 147,10.0.146.192,26,10.0.146.254,10.0.146.193,10.0.146.194,10.1.75.0,24,10.1.75.254,249/256
404,46,大園區,,,(預先保留),,,404,,,,10.12.21.169,10.12.21.170,10.12.21.171,10.12.21.173,10.12.21.174,29,,,120.125.222.46,10.13.1.27,23,163.30.0.1,163.30.0.2,163.30.53.128,25,163.30.53.254,163.30.53.129 ~ 159,10.255.4.1,10.255.4.2,"10.32.180.0 
10.32.181.0 
10.32.182.0 
10.32.183.0",22,10.32.183.254,1008/1024,163.30.53.192 ~ 207,"固定IP區段 
10.32.180.1 ~ 50","10.40.180.0 
10.40.181.0 
10.40.182.0 
10.40.183.0",22,10.40.183.254,1008/1024,163.30.53.208 ~ 223,"固定IP區段 
10.40.180.1 ~ 50",10.72.180.0,22,10.72.183.254,1019/1024,,,10.240.45.0,24,10.240.45.254,250/256,163.30.53.224 ~ 235,163.30.53.248                          ,2404,10.250.45.0,24,10.250.45.254,250256,1404,10.244.45.0,24,10.244.45.254,250/256,163.30.53.236 ~ 247,163.30.53.249,3404,10.252.45.0,24,10.252.45.254,250256,"10.16.90.0 
10.16.91.0",23,10.16.91.254,500/512,10.62.46.0,24,10.62.46.254,249/256,10.48.46.0,24,10.48.46.254,249/256,10.82.180.0,22,10.82.183.254,1020/1024,120.125.192.184 ~ 187,10.52.46.0,24,10.52.46.254,249/256,,10.54.166.0,24,10.54.166.254,249/256,,10.56.166.0,24,10.56.166.254,249/256,,10.92.148.0,22,10.92.151.254,1020/1024,120.125.201.148 ~ 151,10.60.166.0,24,10.60.166.254,249/256,120.125.208.156 ~ 159,10.64.148.0,22,10.64.151.254,1020/1024,120.125.215.148 ~ 151,10.0.147.0,26,10.0.147.62,10.0.147.1,10.0.147.2,10.1.76.0,24,10.1.76.254,249/256
405,47,大園區,,,(預先保留),,,405,,,,10.12.21.177,10.12.21.178,10.12.21.179,10.12.21.181,10.12.21.182,29,,,120.125.222.47,10.13.1.28,23,163.30.0.1,163.30.0.2,163.30.61.0,25,163.30.61.126,163.30.61.1 ~ 31,10.255.4.1,10.255.4.2,"10.32.184.0 
10.32.185.0 
10.32.186.0 
10.32.187.0",22,10.32.187.254,1008/1024,163.30.61.64 ~ 79,"固定IP區段 
10.32.184.1 ~ 50","10.40.184.0 
10.40.185.0 
10.40.186.0 
10.40.187.0",22,10.40.187.254,1008/1024,163.30.61.80 ~ 95,"固定IP區段 
10.40.184.1 ~ 50",10.72.184.0,22,10.72.187.254,1019/1024,,,10.240.46.0,24,10.240.46.254,250/256,163.30.61.96 ~ 107,163.30.61.120                          ,2405,10.250.46.0,24,10.250.46.254,250256,1405,10.244.46.0,24,10.244.46.254,250/256,163.30.61.108 ~ 119,163.30.61.121,3405,10.252.46.0,24,10.252.46.254,250256,"10.16.92.0 
10.16.93.0",23,10.16.93.254,500/512,10.62.47.0,24,10.62.47.254,249/256,10.48.47.0,24,10.48.47.254,249/256,10.82.184.0,22,10.82.187.254,1020/1024,120.125.192.188 ~ 191,10.52.47.0,24,10.52.47.254,249/256,,10.54.160.0,24,10.54.160.254,249/256,,10.56.160.0,24,10.56.160.254,249/256,,10.92.124.0,22,10.92.127.254,1020/1024,120.125.201.124 ~ 127,10.60.160.0,24,10.60.160.254,249/256,120.125.208.132 ~ 135,10.64.124.0,22,10.64.127.254,1020/1024,120.125.215.124 ~ 127,10.0.147.64,26,10.0.147.126,10.0.147.65,10.0.147.66,10.1.77.0,24,10.1.77.254,249/256
244,48,大溪區,02 偏遠,01國小,百吉國小,"FTTB-300M
(5:1)",B,244,3388YD000003,PCES,pces,10.12.23.57,10.12.23.58,10.12.23.59,10.12.23.61,10.12.23.62,29,,,120.125.222.48,10.13.0.28,23,163.30.0.1,163.30.0.2,163.30.96.128,25,163.30.96.254,163.30.96.129 ~ 159,10.255.4.1,10.255.4.2,"10.32.188.0 
10.32.189.0 
10.32.190.0 
10.32.191.0",22,10.32.191.254,1008/1024,163.30.96.192 ~ 207,"固定IP區段 
10.32.188.1 ~ 50","10.40.188.0 
10.40.189.0 
10.40.190.0 
10.40.191.0",22,10.40.191.254,1008/1024,163.30.96.208 ~ 223,"固定IP區段 
10.40.188.1 ~ 50",10.72.188.0,22,10.72.191.254,1019/1024,10.242.0.0/16,120.125.192.0/19,10.240.47.0,24,10.240.47.254,250/256,163.30.96.224 ~ 235,163.30.96.248                          ,2244,10.250.47.0,24,10.250.47.254,250256,1244,10.244.47.0,24,10.244.47.254,250/256,163.30.96.236 ~ 247,163.30.96.249,3244,10.252.47.0,24,10.252.47.254,250256,"10.16.94.0 
10.16.95.0",23,10.16.95.254,500/512,10.62.48.0,24,10.62.48.254,249/256,10.48.48.0,24,10.48.48.254,249/256,10.82.188.0,22,10.82.191.254,1020/1024,120.125.192.192 ~ 195,10.52.48.0,24,10.52.48.254,249/256,,10.54.186.0,24,10.54.186.254,249/256,,10.56.186.0,24,10.56.186.254,249/256,,10.92.228.0,22,10.92.231.254,1020/1024,120.125.201.228 ~ 231,10.60.186.0,24,10.60.186.254,249/256,120.125.208.236 ~ 239,10.64.228.0,22,10.64.231.254,1020/1024,120.125.215.228 ~ 231,10.0.147.128,26,10.0.147.190,10.0.147.129,10.0.147.130,10.1.78.0,24,10.1.78.254,249/256
240,49,大溪區,01 一般,01國小,大溪國小,"FTTB-300M
(5:1)",B,240,3388YD000009,DSPS,dsps,10.12.23.33,10.12.23.34,10.12.23.35,10.12.23.37,10.12.23.38,29,,,120.125.222.49,10.13.0.29,23,163.30.0.1,163.30.0.2,163.30.96.0,25,163.30.96.126,163.30.96.1 ~ 31,10.255.4.1,10.255.4.2,"10.32.192.0 
10.32.193.0 
10.32.194.0 
10.32.195.0",22,10.32.195.254,1008/1024,163.30.96.64 ~ 79,"固定IP區段 
10.32.192.1 ~ 50","10.40.192.0 
10.40.193.0 
10.40.194.0 
10.40.195.0",22,10.40.195.254,1008/1024,163.30.96.80 ~ 95,"固定IP區段 
10.40.192.1 ~ 50",10.72.192.0,22,10.72.195.254,1019/1024,,,10.240.48.0,24,10.240.48.254,250/256,163.30.96.96 ~ 107,163.30.96.120                          ,2240,10.250.48.0,24,10.250.48.254,250256,1240,10.244.48.0,24,10.244.48.254,250/256,163.30.96.108 ~ 119,163.30.96.121,3240,10.252.48.0,24,10.252.48.254,250256,"10.16.96.0 
10.16.97.0",23,10.16.97.254,500/512,10.62.49.0,24,10.62.49.254,249/256,10.48.49.0,24,10.48.49.254,249/256,10.82.192.0,22,10.82.195.254,1020/1024,120.125.192.196 ~ 199,10.52.49.0,24,10.52.49.254,249/256,,10.54.162.0,24,10.54.162.254,249/256,,10.56.162.0,24,10.56.162.254,249/256,,10.92.132.0,22,10.92.135.254,1020/1024,120.125.201.132 ~ 135,10.60.162.0,24,10.60.162.254,249/256,120.125.208.140 ~ 143,10.64.132.0,22,10.64.135.254,1020/1024,120.125.215.132 ~ 135,10.0.147.192,26,10.0.147.254,10.0.147.193,10.0.147.194,10.1.79.0,24,10.1.79.254,249/256
237,50,大溪區,01 一般,01國小,福安國小,"FTTB-300M
(5:1)",B,237,3388YD000013,FAES,faes,10.12.23.49,10.12.23.50,10.12.23.51,10.12.23.53,10.12.23.54,29,,,120.125.222.50,10.13.0.30,23,163.30.0.1,163.30.0.2,163.30.98.0,25,163.30.98.126,163.30.98.1 ~ 31,10.255.4.1,10.255.4.2,"10.32.196.0 
10.32.197.0 
10.32.198.0 
10.32.199.0",22,10.32.199.254,1008/1024,163.30.98.64 ~ 79,"固定IP區段 
10.32.196.1 ~ 50","10.40.196.0 
10.40.197.0 
10.40.198.0 
10.40.199.0",22,10.40.199.254,1008/1024,163.30.98.80 ~ 95,"固定IP區段 
10.40.196.1 ~ 50",10.72.196.0,22,10.72.199.254,1019/1024,,,10.240.49.0,24,10.240.49.254,250/256,163.30.98.96 ~ 107,163.30.98.120                          ,2237,10.250.49.0,24,10.250.49.254,250256,1237,10.244.49.0,24,10.244.49.254,250/256,163.30.98.108 ~ 119,163.30.98.121,3237,10.252.49.0,24,10.252.49.254,250256,"10.16.98.0 
10.16.99.0",23,10.16.99.254,500/512,10.62.50.0,24,10.62.50.254,249/256,10.48.50.0,24,10.48.50.254,249/256,10.82.196.0,22,10.82.199.254,1020/1024,120.125.192.200 ~ 203,10.52.50.0,24,10.52.50.254,249/256,,10.54.164.0,24,10.54.164.254,249/256,,10.56.164.0,24,10.56.164.254,249/256,,10.92.140.0,22,10.92.143.254,1020/1024,120.125.201.140 ~ 143,10.60.164.0,24,10.60.164.254,249/256,120.125.208.148 ~ 151,10.64.140.0,22,10.64.143.254,1020/1024,120.125.215.140 ~ 143,10.0.148.0,26,10.0.148.62,10.0.148.1,10.0.148.2,10.1.80.0,24,10.1.80.254,249/256
228,51,大溪區,02 偏遠,01國小,美華國小,"FTTB-300M
(5:1)",B,228,3388YD000012,MHES,mhes,10.12.23.25,10.12.23.26,10.12.23.27,10.12.23.29,10.12.23.30,29,,,120.125.222.51,10.13.0.31,23,163.30.0.1,163.30.0.2,163.30.97.0,25,163.30.97.126,163.30.97.1 ~ 31,10.255.4.1,10.255.4.2,"10.32.200.0 
10.32.201.0 
10.32.202.0 
10.32.203.0",22,10.32.203.254,1008/1024,163.30.97.64 ~ 79,"固定IP區段 
10.32.200.1 ~ 50","10.40.200.0 
10.40.201.0 
10.40.202.0 
10.40.203.0",22,10.40.203.254,1008/1024,163.30.97.80 ~ 95,"固定IP區段 
10.40.200.1 ~ 50",10.72.200.0,22,10.72.203.254,1019/1024,,,10.240.50.0,24,10.240.50.254,250/256,163.30.97.96 ~ 107,163.30.97.120                          ,2228,10.250.50.0,24,10.250.50.254,250256,1228,10.244.50.0,24,10.244.50.254,250/256,163.30.97.108 ~ 119,163.30.97.121,3228,10.252.50.0,24,10.252.50.254,250256,"10.16.100.0 
10.16.101.0",23,10.16.101.254,500/512,10.62.51.0,24,10.62.51.254,249/256,10.48.51.0,24,10.48.51.254,249/256,10.82.200.0,22,10.82.203.254,1020/1024,120.125.192.204 ~ 207,10.52.51.0,24,10.52.51.254,249/256,,10.54.178.0,24,10.54.178.254,249/256,,10.56.178.0,24,10.56.178.254,249/256,,10.92.196.0,22,10.92.199.254,1020/1024,120.125.201.196 ~ 199,10.60.178.0,24,10.60.178.254,249/256,120.125.208.204 ~ 207,10.64.196.0,22,10.64.199.254,1020/1024,120.125.215.196 ~ 199,10.0.148.64,26,10.0.148.126,10.0.148.65,10.0.148.66,10.1.81.0,24,10.1.81.254,249/256
243,52,大溪區,01 一般,01國小,南興國小,"FTTB-300M
(5:1)",B,243,3388YD000017,NSES,nses,10.12.23.105,10.12.23.106,10.12.23.107,10.12.23.109,10.12.23.110,29,,,120.125.222.52,10.13.0.32,23,163.30.0.1,163.30.0.2,163.30.101.0,25,163.30.101.126,163.30.101.1 ~ 31,10.255.4.1,10.255.4.2,"10.32.204.0 
10.32.205.0 
10.32.206.0 
10.32.207.0",22,10.32.207.254,1008/1024,163.30.101.64 ~ 79,"固定IP區段 
10.32.204.1 ~ 50","10.40.204.0 
10.40.205.0 
10.40.206.0 
10.40.207.0",22,10.40.207.254,1008/1024,163.30.101.80 ~ 95,"固定IP區段 
10.40.204.1 ~ 50",10.72.204.0,22,10.72.207.254,1019/1024,,,10.240.51.0,24,10.240.51.254,250/256,163.30.101.96 ~ 107,163.30.101.120                         ,2243,10.250.51.0,24,10.250.51.254,250256,1243,10.244.51.0,24,10.244.51.254,250/256,163.30.101.108 ~ 119,163.30.101.121,3243,10.252.51.0,24,10.252.51.254,250256,"10.16.102.0 
10.16.103.0",23,10.16.103.254,500/512,10.62.52.0,24,10.62.52.254,249/256,10.48.52.0,24,10.48.52.254,249/256,10.82.204.0,22,10.82.207.254,1020/1024,120.125.192.208 ~ 211,10.52.52.0,24,10.52.52.254,249/256,,10.54.192.0,24,10.54.192.254,249/256,,10.56.192.0,24,10.56.192.254,249/256,,10.92.252.0,22,10.92.255.254,1020/1024,120.125.201.252 ~ 255,10.60.192.0,24,10.60.192.254,249/256,120.125.209.4 ~ 7,10.64.252.0,22,10.64.255.254,1020/1024,120.125.216.4 ~ 7,10.0.148.128,26,10.0.148.190,10.0.148.129,10.0.148.130,10.1.82.0,24,10.1.82.254,249/256
230,53,大溪區,01 一般,01國小,內柵國小,"FTTB-300M
(5:1)",B,230,3388YD000020,NJES,njes,10.12.23.41,10.12.23.42,10.12.23.43,10.12.23.45,10.12.23.46,29,,,120.125.222.53,10.13.0.33,23,163.30.0.1,163.30.0.2,163.30.97.128,25,163.30.97.254,163.30.97.129 ~ 159,10.255.4.1,10.255.4.2,"10.32.208.0 
10.32.209.0 
10.32.210.0 
10.32.211.0",22,10.32.211.254,1008/1024,163.30.97.192 ~ 207,"固定IP區段 
10.32.208.1 ~ 50","10.40.208.0 
10.40.209.0 
10.40.210.0 
10.40.211.0",22,10.40.211.254,1008/1024,163.30.97.208 ~ 223,"固定IP區段 
10.40.208.1 ~ 50",10.72.208.0,22,10.72.211.254,1019/1024,,,10.240.52.0,24,10.240.52.254,250/256,163.30.97.224 ~ 235,163.30.97.248                          ,2230,10.250.52.0,24,10.250.52.254,250256,1230,10.244.52.0,24,10.244.52.254,250/256,163.30.97.236 ~ 247,163.30.97.249,3230,10.252.52.0,24,10.252.52.254,250256,"10.16.104.0 
10.16.105.0",23,10.16.105.254,500/512,10.62.53.0,24,10.62.53.254,249/256,10.48.53.0,24,10.48.53.254,249/256,10.82.208.0,22,10.82.211.254,1020/1024,120.125.192.212 ~ 215,10.52.53.0,24,10.52.53.254,249/256,,10.54.188.0,24,10.54.188.254,249/256,,10.56.188.0,24,10.56.188.254,249/256,,10.92.236.0,22,10.92.239.254,1020/1024,120.125.201.236 ~ 239,10.60.188.0,24,10.60.188.254,249/256,120.125.208.244 ~ 247,10.64.236.0,22,10.64.239.254,1020/1024,120.125.215.236 ~ 239,10.0.148.192,26,10.0.148.254,10.0.148.193,10.0.148.194,10.1.83.0,24,10.1.83.254,249/256
231,54,大溪區,01 一般,01國小,僑愛國小,"FTTB-300M
(5:1)",B,231,3388YD000004,CAES,caes,10.12.23.97,10.12.23.98,10.12.23.99,10.12.23.101,10.12.23.102,29,,,120.125.222.54,10.13.0.34,23,163.30.0.1,163.30.0.2,163.30.100.0,25,163.30.100.126,163.30.100.1 ~ 31,10.255.4.1,10.255.4.2,"10.32.212.0 
10.32.213.0 
10.32.214.0 
10.32.215.0",22,10.32.215.254,1008/1024,163.30.100.64 ~ 79,"固定IP區段 
10.32.212.1 ~ 50","10.40.212.0 
10.40.213.0 
10.40.214.0 
10.40.215.0",22,10.40.215.254,1008/1024,163.30.100.80 ~ 95,"固定IP區段 
10.40.212.1 ~ 50",10.72.212.0,22,10.72.215.254,1019/1024,,,10.240.53.0,24,10.240.53.254,250/256,163.30.100.96 ~ 107,163.30.100.120                         ,2231,10.250.53.0,24,10.250.53.254,250256,1231,10.244.53.0,24,10.244.53.254,250/256,163.30.100.108 ~ 119,163.30.100.121,3231,10.252.53.0,24,10.252.53.254,250256,"10.16.106.0 
10.16.107.0",23,10.16.107.254,500/512,10.62.54.0,24,10.62.54.254,249/256,10.48.54.0,24,10.48.54.254,249/256,10.82.212.0,22,10.82.215.254,1020/1024,120.125.192.216 ~ 219,10.52.54.0,24,10.52.54.254,249/256,,10.54.184.0,24,10.54.184.254,249/256,,10.56.184.0,24,10.56.184.254,249/256,,10.92.220.0,22,10.92.223.254,1020/1024,120.125.201.220 ~ 223,10.60.184.0,24,10.60.184.254,249/256,120.125.208.228 ~ 231,10.64.220.0,22,10.64.223.254,1020/1024,120.125.215.220 ~ 223,10.0.149.0,26,10.0.149.62,10.0.149.1,10.0.149.2,10.1.84.0,24,10.1.84.254,249/256
235,55,大溪區,01 一般,01國小,仁和國小,"FTTB-300M
(5:1)",B,235,3388YD000025,RHPS,rhps,10.12.23.129,10.12.23.130,10.12.23.131,10.12.23.133,10.12.23.134,29,,,120.125.222.55,10.13.0.35,23,163.30.0.1,163.30.0.2,163.30.102.128,25,163.30.102.254,163.30.102.129 ~ 159,10.255.4.1,10.255.4.2,"10.32.216.0 
10.32.217.0 
10.32.218.0 
10.32.219.0",22,10.32.219.254,1008/1024,163.30.102.192 ~ 207,"固定IP區段 
10.32.216.1 ~ 50","10.40.216.0 
10.40.217.0 
10.40.218.0 
10.40.219.0",22,10.40.219.254,1008/1024,163.30.102.208 ~ 223,"固定IP區段 
10.40.216.1 ~ 50",10.72.216.0,22,10.72.219.254,1019/1024,,,10.240.54.0,24,10.240.54.254,250/256,163.30.102.224 ~ 235,163.30.102.248                         ,2235,10.250.54.0,24,10.250.54.254,250256,1235,10.244.54.0,24,10.244.54.254,250/256,163.30.102.236 ~ 247,163.30.102.249,3235,10.252.54.0,24,10.252.54.254,250256,"10.16.108.0 
10.16.109.0",23,10.16.109.254,500/512,10.62.55.0,24,10.62.55.254,249/256,10.48.55.0,24,10.48.55.254,249/256,10.82.216.0,22,10.82.219.254,1020/1024,120.125.192.220 ~ 223,10.52.55.0,24,10.52.55.254,249/256,,10.54.169.0,24,10.54.169.254,249/256,,10.56.169.0,24,10.56.169.254,249/256,,10.92.160.0,22,10.92.163.254,1020/1024,120.125.201.160 ~ 163,10.60.169.0,24,10.60.169.254,249/256,120.125.208.168 ~ 171,10.64.160.0,22,10.64.163.254,1020/1024,120.125.215.160 ~ 163,10.0.149.64,26,10.0.149.126,10.0.149.65,10.0.149.66,10.1.85.0,24,10.1.85.254,249/256
